ID,Prob1
550, 0.08
551, 0.24
552, 0.14
553, 0.64
554, 0.12
555, 0.17
556, 0.24
557, 0.60
558, 0.14
559, 0.91
560, 0.12
561, 0.06
562, 0.24
563, 0.35
564, 0.95
565, 0.76
566, 0.26
567, 0.28
568, 0.55
569, 0.35
570, 0.13
571, 0.33
572, 0.00
573, 0.29
574, 0.40
575, 0.50
576, 0.76
577, 0.01
578, 0.07
579, 0.19
580, 0.55
581, 0.66
582, 0.17
583, 0.14
584, 0.33
585, 0.12
586, 0.04
587, 0.19
588, 0.89
589, 0.68
590, 0.89
591, 0.25
592, 0.26
593, 0.69
594, 0.97
595, 0.04
596, 0.37
597, 0.41
598, 0.23
599, 0.42
600, 0.74
601, 0.76
602, 0.26
603, 0.49
604, 0.28
605, 0.07
606, 0.00
607, 0.31
608, 0.43
609, 0.60
610, 0.64
611, 0.25
612, 0.39
613, 0.54
614, 0.15
615, 0.23
616, 0.38
617, 0.43
618, 0.97
619, 0.02
620, 0.29
621, 0.25
622, 0.75
623, 0.21
624, 0.18
625, 0.21
626, 0.00
627, 0.27
628, 0.03
629, 0.15
630, 0.00
631, 0.20
632, 0.53
633, 0.65
634, 0.50
635, 0.73
636, 0.83
637, 0.63
638, 0.02
639, 0.10
640, 0.07
641, 0.86
642, 0.18
643, 0.06
644, 0.02
645, 0.55
646, 0.11
647, 0.28
648, 0.08
649, 0.46
650, 0.63
651, 0.04
652, 0.36
653, 0.21
654, 0.56
655, 0.24
656, 0.39
657, 0.21
658, 0.00
659, 0.45
660, 0.55
661, 0.05
662, 0.70
663, 0.00
664, 0.78
665, 0.05
666, 0.55
667, 0.15
668, 0.25
669, 0.48
670, 0.06
671, 0.34
672, 0.31
673, 0.81
674, 0.85
675, 0.41
676, 0.87
677, 0.18
678, 0.04
679, 0.33
680, 0.34
681, 0.18
682, 0.23
683, 0.35
684, 0.03
685, 0.64
686, 0.07
687, 0.01
688, 0.48
689, 0.00
690, 0.04
691, 0.71
692, 0.02
693, 0.11
694, 0.71
695, 0.04
696, 0.15
697, 0.02
698, 0.96
699, 0.00
700, 0.62
701, 0.26
702, 0.74
703, 0.25
704, 0.93
705, 0.61
706, 0.19
707, 0.11
708, 0.44
709, 0.07
710, 0.59
711, 0.37
712, 0.01
713, 0.08
714, 0.00
715, 0.35
716, 0.88
717, 0.65
718, 0.82
719, 0.80
720, 0.91
721, 0.03
722, 0.05
723, 0.16
724, 0.00
725, 0.18
726, 0.74
727, 0.09
728, 0.34
729, 0.00
730, 0.16
731, 0.89
732, 0.11
733, 0.01
734, 0.57
735, 0.34
736, 0.02
737, 0.84
738, 0.59
739, 0.87
740, 0.11
741, 0.02
742, 0.92
743, 0.65
744, 0.40
745, 0.69
746, 0.88
747, 0.42
748, 0.20
749, 0.05
750, 0.03
751, 0.52
752, 0.15
753, 0.03
754, 0.11
755, 0.47
756, 0.89
757, 0.90
758, 0.51
759, 0.15
760, 0.59
761, 0.01
762, 0.01
763, 0.48
764, 0.17
765, 0.10
766, 0.84
767, 0.02
768, 0.46
769, 0.13
770, 0.60
771, 0.49
772, 0.45
773, 0.04
774, 0.17
775, 0.35
776, 0.40
777, 0.20
778, 0.14
779, 0.00
780, 0.80
781, 0.79
782, 0.13
783, 0.87
784, 0.55
785, 0.19
786, 0.98
787, 0.03
788, 0.63
789, 0.15
790, 0.44
791, 0.44
792, 0.22
793, 0.81
794, 0.21
795, 0.02
796, 0.02
797, 0.31
798, 0.09
799, 0.26
800, 0.48
801, 0.17
802, 0.76
803, 0.13
804, 0.96
805, 0.21
806, 0.71
807, 0.02
808, 0.07
809, 0.45
810, 0.28
811, 0.42
812, 0.26
813, 0.06
814, 0.28
815, 0.11
816, 0.29
817, 0.06
818, 0.16
819, 0.21
820, 0.53
821, 0.02
822, 0.12
823, 0.01
824, 0.12
825, 0.18
826, 0.06
827, 0.33
828, 0.97
829, 0.64
830, 0.15
831, 0.13
832, 0.75
833, 0.12
834, 0.00
835, 0.47
836, 0.66
837, 0.05
838, 0.63
839, 0.09
840, 0.05
841, 0.11
842, 0.00
843, 0.04
844, 0.34
845, 0.61
846, 0.26
847, 0.51
848, 0.17
849, 0.01
850, 0.42
851, 0.28
852, 0.10
853, 0.34
854, 0.06
855, 0.15
856, 0.12
857, 0.70
858, 0.22
859, 0.02
860, 0.06
861, 0.06
862, 0.26
863, 0.02
864, 0.34
865, 0.19
866, 0.01
867, 0.02
868, 0.03
869, 0.04
870, 0.01
871, 0.27
872, 0.97
873, 0.51
874, 0.60
875, 0.17
876, 0.49
877, 0.33
878, 0.36
879, 0.68
880, 0.35
881, 0.63
882, 0.26
883, 0.09
884, 0.05
885, 0.92
886, 0.99
887, 0.02
888, 0.99
889, 0.41
890, 0.99
891, 0.51
892, 0.40
893, 0.01
894, 0.00
895, 0.87
896, 0.25
897, 0.02
898, 0.80
899, 0.11
900, 0.31
901, 0.53
902, 0.01
903, 0.84
904, 0.32
905, 0.15
906, 0.66
907, 0.86
908, 0.02
909, 0.18
910, 0.69
911, 0.15
912, 0.31
913, 0.33
914, 0.75
915, 0.67
916, 0.86
917, 0.29
918, 0.08
919, 0.19
920, 0.26
921, 0.18
922, 0.45
923, 0.00
924, 0.37
925, 0.68
926, 0.00
927, 0.06
928, 0.20
929, 0.10
930, 0.17
931, 0.12
932, 0.90
933, 0.00
934, 0.41
935, 0.62
936, 0.20
937, 0.24
938, 0.55
939, 0.35
940, 0.90
941, 0.33
942, 0.00
943, 0.23
944, 0.01
945, 0.22
946, 0.70
947, 0.72
948, 0.98
949, 0.60
950, 0.63
951, 0.21
952, 0.85
953, 0.05
954, 0.00
955, 0.88
956, 0.09
957, 0.23
958, 0.36
959, 0.58
960, 0.59
961, 0.12
962, 0.09
963, 0.02
964, 0.45
965, 0.13
966, 0.87
967, 0.74
968, 0.27
969, 0.15
970, 0.00
971, 0.27
972, 0.01
973, 0.08
974, 0.70
975, 0.05
976, 0.19
977, 0.11
978, 0.03
979, 0.82
980, 0.54
981, 0.02
982, 0.49
983, 0.75
984, 0.02
985, 0.86
986, 0.37
987, 0.48
988, 0.95
989, 0.63
990, 0.97
991, 0.13
992, 0.68
993, 0.79
994, 0.06
995, 0.01
996, 0.08
997, 0.00
998, 0.61
999, 0.13
1000, 0.01
1001, 0.21
1002, 0.97
1003, 0.60
1004, 0.03
1005, 0.82
1006, 0.46
1007, 0.33
1008, 0.08
1009, 0.33
1010, 0.92
1011, 0.03
1012, 0.23
1013, 0.25
1014, 0.44
1015, 0.01
1016, 0.01
1017, 0.02
1018, 0.23
1019, 0.70
1020, 0.01
1021, 0.64
1022, 0.76
1023, 0.00
1024, 0.44
1025, 0.05
1026, 0.94
1027, 0.97
1028, 0.00
1029, 0.14
1030, 0.70
1031, 0.94
1032, 0.75
1033, 0.23
1034, 0.05
1035, 0.52
1036, 0.03
1037, 0.03
1038, 0.32
1039, 0.24
1040, 0.06
1041, 0.60
1042, 0.05
1043, 0.05
1044, 0.98
1045, 0.01
1046, 0.09
1047, 0.37
1048, 0.38
1049, 0.29
1050, 0.65
1051, 0.00
1052, 0.06
1053, 0.10
1054, 0.57
1055, 0.29
1056, 0.49
1057, 0.06
1058, 0.28
1059, 0.69
1060, 0.49
1061, 0.28
1062, 0.34
1063, 0.25
1064, 0.00
1065, 0.05
1066, 0.60
1067, 0.30
1068, 0.75
1069, 0.93
1070, 0.02
1071, 0.65
1072, 0.25
1073, 0.61
1074, 0.86
1075, 0.14
1076, 0.08
1077, 0.29
1078, 0.58
1079, 0.43
1080, 0.56
1081, 0.97
1082, 0.90
1083, 0.73
1084, 0.40
1085, 0.43
1086, 0.23
1087, 0.13
1088, 0.99
1089, 0.10
1090, 0.29
1091, 0.35
1092, 0.59
1093, 0.60
1094, 0.75
1095, 0.56
1096, 0.24
1097, 0.03
1098, 0.30
1099, 0.14
1100, 0.00
1101, 0.23
1102, 0.07
1103, 0.25
1104, 0.70
1105, 0.63
1106, 0.17
1107, 0.36
1108, 0.48
1109, 0.59
1110, 0.85
1111, 0.76
1112, 0.31
1113, 0.85
1114, 0.03
1115, 0.02
1116, 0.29
1117, 0.23
1118, 0.38
1119, 0.24
1120, 0.04
1121, 0.85
1122, 0.29
1123, 0.60
1124, 0.03
1125, 0.55
1126, 0.03
1127, 0.02
1128, 0.50
1129, 0.80
1130, 0.01
1131, 0.08
1132, 0.16
1133, 0.06
1134, 0.01
1135, 0.01
1136, 0.19
1137, 0.05
1138, 0.68
1139, 0.02
1140, 0.06
1141, 0.03
1142, 0.17
1143, 0.32
1144, 0.70
1145, 0.55
1146, 0.83
1147, 0.09
1148, 0.74
1149, 0.08
1150, 0.37
1151, 0.41
1152, 0.17
1153, 0.72
1154, 0.36
1155, 0.76
1156, 0.80
1157, 0.00
1158, 0.27
1159, 0.19
1160, 0.18
1161, 0.20
1162, 0.13
1163, 0.52
1164, 0.01
1165, 0.41
1166, 0.42
1167, 0.03
1168, 0.17
1169, 0.18
1170, 0.00
1171, 0.51
1172, 0.50
1173, 0.16
1174, 0.17
1175, 0.97
1176, 0.01
1177, 0.01
1178, 0.81
1179, 0.13
1180, 0.66
1181, 0.06
1182, 0.00
1183, 0.17
1184, 0.27
1185, 0.74
1186, 0.86
1187, 0.32
1188, 0.03
1189, 0.96
1190, 0.09
1191, 0.54
1192, 0.02
1193, 0.10
1194, 0.01
1195, 0.49
1196, 0.16
1197, 0.81
1198, 0.01
1199, 0.23
1200, 0.71
1201, 0.82
1202, 0.50
1203, 0.02
1204, 0.11
1205, 0.66
1206, 0.18
1207, 0.45
1208, 0.02
1209, 0.01
1210, 0.03
1211, 0.11
1212, 0.22
1213, 0.00
1214, 0.65
1215, 0.86
1216, 0.18
1217, 0.77
1218, 0.41
1219, 0.67
1220, 0.32
1221, 0.55
1222, 0.40
1223, 0.07
1224, 0.24
1225, 0.84
1226, 0.16
1227, 0.23
1228, 0.85
1229, 0.64
1230, 0.73
1231, 0.30
1232, 0.33
1233, 0.05
1234, 0.27
1235, 0.56
1236, 0.33
1237, 0.92
1238, 0.03
1239, 0.46
1240, 0.60
1241, 0.07
1242, 0.94
1243, 0.38
1244, 0.13
1245, 0.95
1246, 0.20
1247, 0.35
1248, 0.01
1249, 0.36
1250, 0.07
1251, 0.24
1252, 0.06
1253, 0.45
1254, 0.00
1255, 0.08
1256, 0.28
1257, 0.54
1258, 0.52
1259, 0.97
1260, 0.00
1261, 0.33
1262, 0.02
1263, 0.97
1264, 0.10
1265, 0.07
1266, 0.95
1267, 0.04
1268, 0.08
1269, 0.11
1270, 0.71
1271, 0.33
1272, 0.56
1273, 0.12
1274, 0.22
1275, 0.24
1276, 0.02
1277, 0.15
1278, 0.49
1279, 0.49
1280, 0.12
1281, 0.46
1282, 0.00
1283, 0.32
1284, 0.54
1285, 0.14
1286, 0.49
1287, 0.37
1288, 0.50
1289, 0.04
1290, 0.52
1291, 0.21
1292, 0.01
1293, 0.06
1294, 0.62
1295, 0.59
1296, 0.43
1297, 0.26
1298, 0.31
1299, 0.18
1300, 0.03
1301, 0.65
1302, 0.33
1303, 0.10
1304, 0.60
1305, 0.05
1306, 0.10
1307, 0.31
1308, 0.54
1309, 0.13
1310, 0.10
1311, 0.47
1312, 0.24
1313, 0.25
1314, 0.25
1315, 0.25
1316, 0.18
1317, 0.06
1318, 0.09
1319, 0.11
1320, 0.03
1321, 0.09
1322, 0.05
1323, 0.78
1324, 0.75
1325, 0.67
1326, 0.66
1327, 0.92
1328, 0.25
1329, 0.30
1330, 0.52
1331, 0.40
1332, 0.41
1333, 0.01
1334, 0.33
1335, 0.26
1336, 0.16
1337, 0.41
1338, 0.05
1339, 0.91
1340, 0.06
1341, 0.00
1342, 0.46
1343, 0.99
1344, 0.26
1345, 0.50
1346, 0.16
1347, 0.43
1348, 0.02
1349, 0.03
1350, 0.07
1351, 0.52
1352, 0.86
1353, 0.15
1354, 0.81
1355, 0.01
1356, 0.45
1357, 0.38
1358, 0.13
1359, 0.03
1360, 0.36
1361, 0.40
1362, 0.67
1363, 0.00
1364, 0.69
1365, 0.00
1366, 0.08
1367, 0.34
1368, 0.83
1369, 0.09
1370, 0.30
1371, 0.58
1372, 0.01
1373, 0.02
1374, 0.05
1375, 0.39
1376, 0.43
1377, 0.21
1378, 0.01
1379, 0.75
1380, 0.06
1381, 0.37
1382, 0.46
1383, 0.74
1384, 0.15
1385, 0.62
1386, 0.84
1387, 0.16
1388, 0.19
1389, 0.43
1390, 0.10
1391, 0.00
1392, 0.65
1393, 0.52
1394, 0.13
1395, 0.01
1396, 0.80
1397, 0.18
1398, 0.07
1399, 0.96
1400, 0.24
1401, 0.16
1402, 0.52
1403, 0.06
1404, 0.47
1405, 0.30
1406, 0.40
1407, 0.97
1408, 0.43
1409, 0.71
1410, 0.24
1411, 0.00
1412, 0.01
1413, 0.08
1414, 0.00
1415, 0.00
1416, 0.07
1417, 0.01
1418, 0.09
1419, 0.71
1420, 0.90
1421, 0.52
1422, 0.72
1423, 0.06
1424, 0.06
1425, 0.23
1426, 0.00
1427, 0.89
1428, 0.14
1429, 0.45
1430, 0.27
1431, 0.50
1432, 0.67
1433, 0.51
1434, 0.35
1435, 0.97
1436, 0.60
1437, 0.61
1438, 0.97
1439, 0.21
1440, 0.00
1441, 0.93
1442, 0.47
1443, 0.49
1444, 0.24
1445, 0.03
1446, 0.51
1447, 0.03
1448, 0.20
1449, 0.32
1450, 0.02
1451, 0.36
1452, 0.14
1453, 0.09
1454, 0.97
1455, 0.00
1456, 0.88
1457, 0.38
1458, 0.16
1459, 0.24
1460, 0.28
1461, 0.06
1462, 0.43
1463, 0.09
1464, 0.06
1465, 0.49
1466, 0.09
1467, 0.04
1468, 0.03
1469, 0.00
1470, 0.77
1471, 0.04
1472, 0.05
1473, 0.09
1474, 0.39
1475, 0.97
1476, 0.12
1477, 0.02
1478, 0.07
1479, 0.03
1480, 0.88
1481, 0.85
1482, 0.43
1483, 1.00
1484, 0.68
1485, 0.39
1486, 0.15
1487, 0.73
1488, 0.02
1489, 0.25
1490, 0.44
1491, 0.07
1492, 0.96
1493, 0.04
1494, 0.89
1495, 0.34
1496, 0.04
1497, 0.50
1498, 0.27
1499, 0.01
1500, 0.73
1501, 0.65
1502, 0.12
1503, 0.49
1504, 0.03
1505, 0.54
1506, 0.47
1507, 0.30
1508, 0.44
1509, 0.87
1510, 0.54
1511, 0.63
1512, 0.57
1513, 0.93
1514, 0.19
1515, 0.09
1516, 0.19
1517, 0.01
1518, 0.01
1519, 0.71
1520, 0.20
1521, 0.00
1522, 0.03
1523, 0.45
1524, 0.00
1525, 0.92
1526, 0.02
1527, 0.01
1528, 0.06
1529, 0.98
1530, 0.30
1531, 0.55
1532, 0.30
1533, 0.57
1534, 0.07
1535, 0.67
1536, 0.99
1537, 0.27
1538, 0.00
1539, 0.07
1540, 0.00
1541, 0.01
1542, 0.07
1543, 0.50
1544, 0.72
1545, 0.06
1546, 0.47
1547, 0.07
1548, 0.64
1549, 0.52
1550, 0.81
1551, 0.02
1552, 0.17
1553, 0.03
1554, 0.09
1555, 0.13
1556, 0.25
1557, 0.00
1558, 0.44
1559, 0.02
1560, 0.01
1561, 0.02
1562, 0.01
1563, 0.07
1564, 0.28
1565, 0.02
1566, 0.00
1567, 0.49
1568, 0.63
1569, 0.35
1570, 0.31
1571, 0.02
1572, 0.02
1573, 0.08
1574, 0.65
1575, 0.19
1576, 0.04
1577, 0.10
1578, 0.16
1579, 0.15
1580, 0.37
1581, 0.78
1582, 0.21
1583, 0.01
1584, 0.73
1585, 0.91
1586, 0.12
1587, 0.00
1588, 0.47
1589, 0.74
1590, 0.14
1591, 0.01
1592, 0.02
1593, 0.01
1594, 0.06
1595, 0.11
1596, 0.91
1597, 0.05
1598, 0.12
1599, 0.36
1600, 0.40
1601, 0.83
1602, 0.65
1603, 0.25
1604, 0.07
1605, 0.07
1606, 0.50
1607, 0.40
1608, 0.03
1609, 0.02
1610, 0.80
1611, 0.36
1612, 0.62
1613, 0.21
1614, 0.34
1615, 0.39
1616, 1.00
1617, 0.55
1618, 0.57
1619, 0.16
1620, 0.16
1621, 0.62
1622, 0.29
1623, 0.17
1624, 0.06
1625, 0.44
1626, 0.19
1627, 0.58
1628, 0.01
1629, 0.03
1630, 0.00
1631, 0.31
1632, 0.05
1633, 0.55
1634, 0.06
1635, 0.39
1636, 0.09
1637, 0.49
1638, 0.06
1639, 0.66
1640, 0.12
1641, 0.78
1642, 0.21
1643, 0.06
1644, 0.84
1645, 0.69
1646, 0.71
1647, 0.43
1648, 0.80
1649, 0.14
1650, 0.21
1651, 0.01
1652, 0.43
1653, 0.73
1654, 0.92
1655, 0.05
1656, 0.73
1657, 0.32
1658, 0.08
1659, 0.88
1660, 0.24
1661, 0.08
1662, 0.31
1663, 0.35
1664, 1.00
1665, 0.48
1666, 0.02
1667, 0.77
1668, 0.03
1669, 0.95
1670, 0.01
1671, 0.05
1672, 0.61
1673, 0.98
1674, 0.13
1675, 0.90
1676, 0.27
1677, 0.89
1678, 0.43
1679, 0.62
1680, 0.25
1681, 0.03
1682, 0.81
1683, 0.24
1684, 0.01
1685, 0.87
1686, 0.98
1687, 0.09
1688, 0.76
1689, 0.05
1690, 0.49
1691, 0.01
1692, 0.67
1693, 0.39
1694, 0.21
1695, 0.98
1696, 0.65
1697, 0.26
1698, 0.23
1699, 0.01
1700, 0.11
1701, 0.41
1702, 0.25
1703, 0.37
1704, 0.87
1705, 0.41
1706, 0.39
1707, 0.49
1708, 0.01
1709, 0.03
1710, 0.82
1711, 0.64
1712, 0.99
1713, 0.45
1714, 0.25
1715, 0.00
1716, 0.79
1717, 0.47
1718, 0.48
1719, 0.03
1720, 0.01
1721, 0.03
1722, 0.69
1723, 0.11
1724, 0.08
1725, 0.50
1726, 0.00
1727, 0.87
1728, 0.16
1729, 0.78
1730, 0.18
1731, 0.26
1732, 0.00
1733, 0.20
1734, 0.50
1735, 0.90
1736, 0.31
1737, 0.74
1738, 0.08
1739, 0.97
1740, 0.49
1741, 0.07
1742, 0.55
1743, 0.01
1744, 0.76
1745, 0.20
1746, 0.03
1747, 0.63
1748, 0.01
1749, 0.89
1750, 0.40
1751, 0.43
1752, 0.31
1753, 0.10
1754, 0.39
1755, 0.63
1756, 0.51
1757, 0.60
1758, 0.26
1759, 0.19
1760, 0.11
1761, 0.04
1762, 0.00
1763, 0.08
1764, 0.72
1765, 0.00
1766, 0.79
1767, 0.14
1768, 0.09
1769, 0.21
1770, 0.18
1771, 0.99
1772, 0.14
1773, 0.10
1774, 0.35
1775, 0.03
1776, 0.02
1777, 0.49
1778, 0.07
1779, 0.02
1780, 0.88
1781, 0.11
1782, 0.60
1783, 0.01
1784, 0.52
1785, 0.65
1786, 0.00
1787, 0.12
1788, 0.42
1789, 0.67
1790, 0.38
1791, 0.18
1792, 0.25
1793, 0.01
1794, 0.20
1795, 0.02
1796, 0.27
1797, 0.44
1798, 0.10
1799, 0.54
1800, 0.09
1801, 0.45
1802, 0.51
1803, 0.95
1804, 0.00
1805, 0.32
1806, 0.03
1807, 0.02
1808, 0.13
1809, 0.34
1810, 0.17
1811, 0.77
1812, 0.48
1813, 0.07
1814, 0.73
1815, 0.05
1816, 0.03
1817, 0.88
1818, 0.55
1819, 0.23
1820, 0.25
1821, 0.18
1822, 0.24
1823, 0.19
1824, 0.49
1825, 0.33
1826, 0.46
1827, 0.06
1828, 0.23
1829, 0.07
1830, 0.71
1831, 0.03
1832, 0.25
1833, 0.07
1834, 0.01
1835, 0.00
1836, 0.65
1837, 0.24
1838, 0.47
1839, 0.82
1840, 0.94
1841, 0.49
1842, 0.05
1843, 0.85
1844, 0.24
1845, 0.71
1846, 0.14
1847, 0.18
1848, 0.58
1849, 0.00
1850, 0.08
1851, 0.62
1852, 0.46
1853, 0.15
1854, 0.01
1855, 1.00
1856, 0.03
1857, 0.31
1858, 0.35
1859, 0.90
1860, 0.06
1861, 0.10
1862, 0.01
1863, 0.29
1864, 0.23
1865, 0.04
1866, 0.65
1867, 0.13
1868, 0.65
1869, 0.25
1870, 0.04
1871, 0.09
1872, 0.32
